0.000000000000000000e+00,1.171544800349290982e+00
2.000400080016003206e-03,1.171544800349290982e+00
4.000800160032006413e-03,1.161636562015006868e+00
6.001200240048009185e-03,1.151348975068364755e+00
8.001600320064012825e-03,1.140692842160615728e+00
1.000200040008001647e-02,1.129678855707239027e+00
1.200240048009601837e-02,1.118317598245196054e+00
1.400280056011202201e-02,1.106619542850642457e+00
1.600320064012802565e-02,1.094595053607855917e+00
1.800360072014402929e-02,1.082254386120549139e+00
2.000400080016003293e-02,1.069607688057343298e+00
2.200440088017603657e-02,1.056664999723391674e+00
2.400480096019203674e-02,1.043436254650824679e+00
2.600520104020804038e-02,1.029931280201051402e+00
2.800560112022404402e-02,1.016159798172229234e+00
3.000600120024004766e-02,1.002131425406017406e+00
3.200640128025605130e-02,9.878556743877953128e-01
3.400680136027205147e-02,9.733419538351708589e-01
3.600720144028805858e-02,9.585995692699265103e-01
3.800760152030405875e-02,9.436377235690354137e-01
4.000800160032006586e-02,9.284655174906562003e-01
4.200840168033606603e-02,9.130919501715847320e-01
4.400880176035207314e-02,8.975259195928561029e-01
4.600920184036807331e-02,8.817762230106401811e-01
4.800960192038407348e-02,8.658515573499101503e-01
5.001000200040008059e-02,8.497605195588578963e-01
5.201040208041608076e-02,8.335116069219682400e-01
5.401080216043208787e-02,8.171132173306139279e-01
5.601120224044808804e-02,8.005736495096398286e-01
5.801160232046409515e-02,7.839011031993925460e-01
6.001200240048009532e-02,7.671036792923500158e-01
6.201240248049610243e-02,7.501893799242291827e-01
6.401280256051210260e-02,7.331661085194691729e-01
6.601320264052810971e-02,7.160416697912523887e-01
6.801360272054410294e-02,6.988237696967030121e-01
7.001400280056011005e-02,6.815200153476790312e-01
7.201440288057611716e-02,6.641379148783642661e-01
7.401480296059212427e-02,6.466848772704928416e-01
7.601520304060811750e-02,6.291682121376938053e-01
7.801560312062412461e-02,6.115951294703037000e-01
8.001600320064013172e-02,5.939727393423910318e-01
8.201640328065612495e-02,5.763080515826585204e-01
8.401680336067213206e-02,5.586079754112596163e-01
8.601720344068813917e-02,5.408793190444962651e-01
8.801760352070414628e-02,5.231287892696512287e-01
9.001800360072013951e-02,5.053629909921659724e-01
9.201840368073614662e-02,4.875884267575235631e-01
9.401880376075215373e-02,4.698114962503461833e-01
9.601920384076814696e-02,4.520384957731714004e-01
9.801960392078415407e-02,4.342756177075042801e-01
1.000200040008001612e-01,4.165289499597560896e-01
1.020204040808161683e-01,3.988044753947220800e-01
1.040208041608321615e-01,3.811080712593634123e-01
1.060212042408481686e-01,3.634455085994910961e-01
1.080216043208641757e-01,3.458224516721467023e-01
1.100220044008801829e-01,3.282444573564292645e-01
1.120224044808961761e-01,3.107169745653342030e-01
1.140228045609121832e-01,2.932453436615428677e-01
1.160232046409281903e-01,2.758347958795763222e-01
1.180236047209441835e-01,2.584904527571697530e-01
1.200240048009601906e-01,2.412173255783397474e-01
1.220244048809761978e-01,2.240203148307587377e-01
1.240248049609922049e-01,2.069042096799754704e-01
1.260252050410081981e-01,1.898736874628479399e-01
1.280256051210242052e-01,1.729333132026756870e-01
1.300260052010402123e-01,1.560875391482926533e-01
1.320264052810562194e-01,1.393407043393878331e-01
1.340268053610722265e-01,1.226970342002509096e-01
1.360272054410882059e-01,1.061606401639944020e-01
1.380276055211042130e-01,8.973551932931556063e-02
1.400280056011202201e-01,7.342555415161011734e-02
1.420284056811362272e-01,5.723451217046238160e-02
1.440288057611522343e-01,4.116604577501925544e-02
1.460292058411682414e-01,2.522369200907093045e-02
1.480296059211842485e-01,9.410872417241700205e-03
1.500300060012002279e-01,-6.269107066127599381e-03
